GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0036293	response to decreased oxygen levels	9.512838277589985e-9	9.512838277589985e-9	+1	HILPDA,CA9,ANGPTL4,CAV1,EPAS1,NDRG1,PLOD2,ADM,STC2,SLC2A1,EGLN3,AK4,BNIP3,NOL3,ERO1A,LOXL2,BNIP3L,FAM162A,MT3,CCN2,LDHA,PGK1,ENO1,PAM,CYBA,SEM1,CHCHD2
GO:0001666	response to hypoxia	1.5526807958182244e-8	1.5526807958182244e-8	+1	HILPDA,CA9,ANGPTL4,CAV1,EPAS1,NDRG1,PLOD2,ADM,STC2,SLC2A1,EGLN3,AK4,BNIP3,NOL3,ERO1A,LOXL2,BNIP3L,FAM162A,MT3,LDHA,PGK1,ENO1,PAM,CYBA,SEM1,CHCHD2
GO:0070482	response to oxygen levels	2.8613007852408283e-8	2.8613007852408283e-8	+1	HILPDA,CA9,ANGPTL4,CAV1,EPAS1,NDRG1,PLOD2,ADM,STC2,SLC2A1,EGLN3,AK4,BNIP3,NOL3,ERO1A,LOXL2,BNIP3L,FAM162A,MT3,CCN2,LDHA,PGK1,ENO1,PAM,CYBA,SEM1,CHCHD2
GO:0061718	glucose catabolic process to pyruvate	3.4706548569630426e-7	3.4706548569630426e-7	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0006735	NADH regeneration	3.4706548569630426e-7	3.4706548569630426e-7	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0061621	canonical glycolysis	3.4706548569630426e-7	3.4706548569630426e-7	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0061620	glycolytic process through glucose-6-phosphate	6.333795070307992e-7	6.333795070307992e-7	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0030198	extracellular matrix organization	6.671268983201467e-7	6.671268983201467e-7	+1	LOX,CAV1,PLOD2,CCN1,ERO1A,LOXL2,CD44,FN1,CAV2,NR2E1,CCN2,SERPINE1,BGN,CD151,COL6A2,FLRT2,TIMP1,AEBP1,COL4A2,GFAP,BSG,PRDX4,SPP1,ANXA2
GO:0043062	extracellular structure organization	6.671268983201467e-7	6.671268983201467e-7	+1	LOX,CAV1,PLOD2,CCN1,ERO1A,LOXL2,CD44,FN1,CAV2,NR2E1,CCN2,SERPINE1,BGN,CD151,COL6A2,FLRT2,TIMP1,AEBP1,COL4A2,GFAP,BSG,PRDX4,SPP1,ANXA2
GO:0045229	external encapsulating structure organization	6.671268983201467e-7	6.671268983201467e-7	+1	LOX,CAV1,PLOD2,CCN1,ERO1A,LOXL2,CD44,FN1,CAV2,NR2E1,CCN2,SERPINE1,BGN,CD151,COL6A2,FLRT2,TIMP1,AEBP1,COL4A2,GFAP,BSG,PRDX4,SPP1,ANXA2
GO:0061615	glycolytic process through fructose-6-phosphate	7.52160169756694e-7	7.52160169756694e-7	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0071456	cellular response to hypoxia	0.0000012173072206319502	0.0000012173072206319502	+1	HILPDA,CA9,EPAS1,NDRG1,STC2,EGLN3,AK4,BNIP3,NOL3,ERO1A,BNIP3L,FAM162A,MT3,PGK1,ENO1,SEM1,CHCHD2
GO:0071453	cellular response to oxygen levels	0.0000013025279804013101	0.0000013025279804013101	+1	HILPDA,CA9,CAV1,EPAS1,NDRG1,STC2,EGLN3,AK4,BNIP3,NOL3,ERO1A,BNIP3L,FAM162A,MT3,PGK1,ENO1,SEM1,CHCHD2
GO:0006007	glucose catabolic process	0.0000019414992745358365	0.0000019414992745358365	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0036294	cellular response to decreased oxygen levels	0.00000209235410153846	0.00000209235410153846	+1	HILPDA,CA9,EPAS1,NDRG1,STC2,EGLN3,AK4,BNIP3,NOL3,ERO1A,BNIP3L,FAM162A,MT3,PGK1,ENO1,SEM1,CHCHD2
GO:0001525	angiogenesis	0.0000023727629734328743	0.0000023727629734328743	+1	ANGPTL4,CAV1,EPAS1,ADM,APLN,CCN1,CHI3L1,CALD1,LOXL2,FN1,NR2E1,CCN2,PGK1,FLNA,SERPINE1,SCG2,ACTG1,PKM,TNFRSF12A,CCN3,COL4A2,BSG,EFNA3,ANXA2,TYMP,ANXA1
GO:0019674	NAD metabolic process	0.0000025833599943837407	0.0000025833599943837407	+1	ENO2,PFKP,GAPDH,TPI1,LDHA,PGK1,GPI,ENO1,PKM
GO:2000147	positive regulation of cell motility	0.000006518133642974352	0.000006518133642974352	+1	AKAP12,CAV1,IGFBP5,FGFR1,RARRES2,CCN1,LGALS3,FN1,EGFR,FLNA,GPI,CD74,SERPINE1,MET,CAVIN1,ACTG1,RACK1,EDN2,AIF1,CD151,FAM110C,CD99,PHPT1,TCAF2,BSG,ANXA1
GO:0006734	NADH metabolic process	0.000012170953532674769	0.000012170953532674769	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0052547	regulation of peptidase activity	0.00001920020921382687	0.00001920020921382687	+1	CAV1,EGLN3,NOL3,PCOLCE2,CCN1,PERP,GAPDH,CD44,FN1,FAM162A,MT3,CCN2,GPI,SERPINE1,LAPTM5,RACK1,LAMTOR5,TIMP1,PDCD5,EFNA3,ANXA2
GO:0030335	positive regulation of cell migration	0.00003678943716242366	0.00003678943716242366	+1	AKAP12,CAV1,IGFBP5,FGFR1,RARRES2,CCN1,LGALS3,FN1,EGFR,FLNA,GPI,CD74,SERPINE1,MET,ACTG1,RACK1,EDN2,AIF1,CD151,FAM110C,CD99,TCAF2,BSG,ANXA1
GO:0019320	hexose catabolic process	0.000052325700693765276	0.000052325700693765276	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0046365	monosaccharide catabolic process	0.00010170835982715437	0.00010170835982715437	+1	ENO2,PFKP,GAPDH,TPI1,PGK1,GPI,ENO1,PKM
GO:0046031	ADP metabolic process	0.0001141468214018429	0.0001141468214018429	+1	ENO2,AK4,PFKP,GAPDH,TPI1,LDHA,PGK1,PFKFB4,GPI,ENO1,PKM
GO:0031099	regeneration	0.00019949062190838693	0.00019949062190838693	+1	ADM,EGFR,MTPN,FLNA,GAP43,MAP1B,CCN3,PTPRF,GFAP,SPP1,RPS15,ANXA1,NACA
