GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0044782	cilium organization	4.84560401904726e-16	4.84560401904726e-16	+1	CCDC39,CFAP126,RSPH1,CCDC65,DYNLRB2,TEKT1,RSPH4A,CFAP52,CFAP73,SPEF1,FOXJ1,ZMYND10,DNAH7,PIFO,CFAP54,DRC1,CFAP53,CFAP221,NME5,CEP126,LRRC6,TMEM231,IQUB,SPAG1,MNS1,RFX4,TMEM67,IQCG,NPHP1,CETN2,IFT46,DNAAF4,TCTEX1D2,WDR92,SPAG16,IFT22,CFAP298,TCTN1
GO:0003341	cilium movement	4.84560401904726e-16	4.84560401904726e-16	+1	ROPN1L,CCDC39,CCDC65,TEKT1,RSPH4A,CFAP73,ZBBX,SPEF1,ZMYND10,DNAH11,DNAH7,CFAP54,DNAH9,DRC1,CFAP53,CFAP221,SPA17,NME5,LRRC6,MNS1,IQCG,DNAAF4,SPAG16,CFAP298
GO:0060271	cilium assembly	2.9612405907802705e-15	2.9612405907802705e-15	+1	CCDC39,RSPH1,CCDC65,DYNLRB2,TEKT1,RSPH4A,CFAP52,CFAP73,SPEF1,FOXJ1,ZMYND10,DNAH7,CFAP54,DRC1,CFAP53,CFAP221,NME5,CEP126,LRRC6,TMEM231,IQUB,SPAG1,MNS1,RFX4,TMEM67,IQCG,NPHP1,CETN2,IFT46,DNAAF4,TCTEX1D2,WDR92,SPAG16,IFT22,CFAP298,TCTN1
GO:0035082	axoneme assembly	1.7968022578780345e-13	1.7968022578780345e-13	+1	CCDC39,RSPH1,CCDC65,RSPH4A,CFAP73,SPEF1,FOXJ1,ZMYND10,DNAH7,DRC1,LRRC6,SPAG1,MNS1,IQCG,DNAAF4,WDR92,SPAG16
GO:0007018	microtubule-based movement	7.710319162271905e-13	7.710319162271905e-13	+1	ROPN1L,CCDC39,CCDC65,DYNLRB2,TEKT1,RSPH4A,CFAP73,ZBBX,SPEF1,ZMYND10,DNAH11,DNAH7,CFAP54,DNAH9,DRC1,CFAP53,CFAP221,SPA17,DNAH6,NME5,LRRC6,MNS1,KIF9,IQCG,IFT46,DNAAF4,TCTEX1D2,SPAG16,IFT22,CFAP298,UCHL1
GO:0001578	microtubule bundle formation	5.296480682576643e-12	5.296480682576643e-12	+1	CCDC39,RSPH1,CCDC65,RSPH4A,CFAP73,SPEF1,FOXJ1,ZMYND10,DNAH7,DRC1,LRRC6,SPAG1,TPPP3,MNS1,IQCG,DNAAF4,WDR92,SPAG16
GO:0070286	axonemal dynein complex assembly	4.371787469335731e-9	4.371787469335731e-9	+1	CCDC39,CCDC65,CFAP73,ZMYND10,DNAH7,DRC1,LRRC6,SPAG1,DNAAF4,WDR92
GO:0060285	cilium-dependent cell motility	8.73520551105975e-9	8.73520551105975e-9	+1	ROPN1L,CCDC39,CCDC65,TEKT1,RSPH4A,DNAH11,DNAH7,CFAP54,DRC1,DNAH6,LRRC6,MNS1,EFHC1,IQCG,SPAG16
GO:0001539	cilium or flagellum-dependent cell motility	8.73520551105975e-9	8.73520551105975e-9	+1	ROPN1L,CCDC39,CCDC65,TEKT1,RSPH4A,DNAH11,DNAH7,CFAP54,DRC1,DNAH6,LRRC6,MNS1,EFHC1,IQCG,SPAG16
GO:0003351	epithelial cilium movement involved in extracellular fluid movement	1.1099844642799555e-7	1.1099844642799555e-7	+1	ROPN1L,CCDC39,DNAH11,CFAP53,SPA17,NME5,LRRC6,DNAAF4,SPAG16
