GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0002694	regulation of leukocyte activation	2.7153056603827298e-27	2.7153056603827298e-27	+1	IL1A,INHBA,CCL3,IL1B,CD83,NR4A3,EGR3,NFKBID,CCL2,PRDM1,IGF1,MERTK,SOCS6,NLRP3,CD84,LILRB4,HAVCR2,MEF2C,RUNX1,ZC3H12A,CLEC7A,PAG1,LYN,PTAFR,DOCK8,GPR183,VSIR,PTPN6,TNFRSF1B,CD86,TREM2,SAMSN1,CD300A,INPP5D,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,CTSC,TNFSF13B,AXL,HLA-DQB1,MNDA,IL18,CD74,LGALS9,TNFAIP3,PTPRC,HLA-DRA,CEBPB,HSPH1,ITGB2,HLA-DPA1
GO:0002250	adaptive immune response	2.3973668928217547e-25	2.3973668928217547e-25	+1	IL1B,NFKBID,TNF,KLHL6,ICAM1,FCGR1B,PRDM1,NFKB2,NLRP3,CD84,LILRB4,HAVCR2,MEF2C,ZC3H12A,PAG1,LYN,GPR183,C3,PTPN6,TNFRSF1B,CD86,LAT2,SAMSN1,INPP5D,CD4,HLA-DRB5,HLA-DRB1,NFKBIZ,SLC11A1,HLA-DMB,ADAM17,CTSC,TNFSF13B,HLA-DQB1,IL18,CD74,C1QC,C1QB,TNFAIP3,PTPRC,HLA-DRA,HLA-DMA,C1QA,HLA-DQA1,LAIR1,HLA-DPA1
GO:0007159	leukocyte cell-cell adhesion	3.777399465790486e-24	3.777399465790486e-24	+1	IL1A,IL1B,CD83,NR4A3,CX3CR1,EGR3,NFKBID,OLR1,TNF,ICAM1,CCL2,IGF1,SOCS6,NLRP3,LILRB4,HAVCR2,RUNX1,ZC3H12A,KLF4,PAG1,LYN,PTAFR,DOCK8,VSIR,PTPN6,CD86,CD300A,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,TNFSF13B,HLA-DQB1,IL18,CD74,LGALS9,PTPRC,HLA-DRA,CEBPB,HSPH1,ITGB2,HLA-DPA1
GO:0051249	regulation of lymphocyte activation	5.2535888808643266e-24	5.2535888808643266e-24	+1	IL1A,INHBA,IL1B,CD83,EGR3,NFKBID,CCL2,PRDM1,IGF1,MERTK,SOCS6,NLRP3,LILRB4,HAVCR2,MEF2C,RUNX1,ZC3H12A,CLEC7A,PAG1,LYN,DOCK8,GPR183,VSIR,PTPN6,TNFRSF1B,CD86,SAMSN1,CD300A,INPP5D,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,TNFSF13B,AXL,HLA-DQB1,MNDA,IL18,CD74,LGALS9,TNFAIP3,PTPRC,HLA-DRA,CEBPB,HSPH1,HLA-DPA1
GO:1903037	regulation of leukocyte cell-cell adhesion	1.018805795400372e-23	1.018805795400372e-23	+1	IL1A,IL1B,CD83,NR4A3,EGR3,NFKBID,TNF,ICAM1,CCL2,IGF1,SOCS6,NLRP3,LILRB4,HAVCR2,RUNX1,ZC3H12A,KLF4,PAG1,LYN,PTAFR,DOCK8,VSIR,PTPN6,CD86,CD300A,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,TNFSF13B,HLA-DQB1,IL18,CD74,LGALS9,PTPRC,HLA-DRA,CEBPB,HSPH1,ITGB2,HLA-DPA1
GO:0050867	positive regulation of cell activation	1.3720876270198824e-23	1.3720876270198824e-23	+1	IL1A,CCL3,IL1B,CD83,NR4A3,EGR3,NFKBID,PLEK,CCL2,IGF1,NLRP3,LILRB4,HAVCR2,MEF2C,RUNX1,CLEC7A,LYN,PTAFR,DOCK8,GPR183,VSIR,PTPN6,CD86,TREM2,INPP5D,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,CTSC,TNFSF13B,AXL,HLA-DQB1,IL18,CD74,LGALS9,PTPRC,HLA-DRA,HSPH1,ITGB2,HLA-DPA1
GO:0002696	positive regulation of leukocyte activation	4.6482107678524185e-23	4.6482107678524185e-23	+1	IL1A,CCL3,IL1B,CD83,NR4A3,EGR3,NFKBID,CCL2,IGF1,NLRP3,LILRB4,HAVCR2,MEF2C,RUNX1,CLEC7A,LYN,PTAFR,DOCK8,GPR183,VSIR,PTPN6,CD86,TREM2,INPP5D,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,CTSC,TNFSF13B,AXL,HLA-DQB1,IL18,CD74,LGALS9,PTPRC,HLA-DRA,HSPH1,ITGB2,HLA-DPA1
GO:0032496	response to lipopolysaccharide	8.73831057600057e-23	8.73831057600057e-23	+1	IL1A,CCL3,EDN1,IL1B,CX3CR1,NR4A1,IRAK2,PTGER4,TNF,ICAM1,CCL2,NFKB1,NFKB2,NLRP3,IL10RA,HAVCR2,MEF2C,IRF8,ZC3H12A,NFKBIA,CXCL8,TRIB1,C5AR1,LYN,PTAFR,TNFRSF1B,CD86,TREM2,SLC11A1,ADAM17,AXL,LY86,CD14,IL18,LGALS9,TNFAIP3,CEBPB,CD68
GO:0022407	regulation of cell-cell adhesion	1.8083414760786526e-22	1.8083414760786526e-22	+1	IL1A,IL1B,CD83,NR4A3,EGR3,NFKBID,TNF,IL1RN,ICAM1,CCL2,IGF1,PLAUR,SOCS6,NLRP3,LILRB4,HAVCR2,RUNX1,ZC3H12A,KLF4,SH2B3,PAG1,LYN,PTAFR,DOCK8,VSIR,PTPN6,CD86,CD300A,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,TNFSF13B,HLA-DQB1,IL18,CD74,LGALS9,PTPRC,HLA-DRA,CEBPB,HSPH1,ITGB2,HLA-DPA1
GO:1903039	positive regulation of leukocyte cell-cell adhesion	4.095515071671766e-22	4.095515071671766e-22	+1	IL1A,IL1B,CD83,NR4A3,EGR3,NFKBID,TNF,ICAM1,CCL2,IGF1,NLRP3,LILRB4,HAVCR2,RUNX1,LYN,PTAFR,DOCK8,VSIR,PTPN6,CD86,CD4,HLA-DRB1,NFKBIZ,HLA-DMB,TNFSF13B,HLA-DQB1,IL18,CD74,LGALS9,PTPRC,HLA-DRA,HSPH1,ITGB2,HLA-DPA1
