GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0008366	axon ensheathment	1.8855965272803893e-14	1.8855965272803893e-14	+1	MAG,KLK6,NKX6-2,SOX10,CLDN11,MYRF,PLP1,MAL,UGT8,MOBP,FA2H,CNTN2,TMEM98,ASPA,TPPP,ABCA2,GAL3ST1,PLLP,BCAS1,SH3TC2,MBP,NFASC,LPAR1
GO:0007272	ensheathment of neurons	1.8855965272803893e-14	1.8855965272803893e-14	+1	MAG,KLK6,NKX6-2,SOX10,CLDN11,MYRF,PLP1,MAL,UGT8,MOBP,FA2H,CNTN2,TMEM98,ASPA,TPPP,ABCA2,GAL3ST1,PLLP,BCAS1,SH3TC2,MBP,NFASC,LPAR1
GO:0048709	oligodendrocyte differentiation	4.1661691337146486e-14	4.1661691337146486e-14	+1	OPALIN,MAG,NKX6-2,BOK,SOX10,MYRF,PLP1,ZNF488,MOBP,FA2H,CNTN2,TMEM98,ASPA,TPPP,ABCA2,SLC45A3,CNP,ZNF365,HDAC11,LPAR1
GO:0042552	myelination	9.517065051192027e-14	9.517065051192027e-14	+1	MAG,KLK6,NKX6-2,SOX10,MYRF,PLP1,MAL,UGT8,MOBP,FA2H,CNTN2,TMEM98,ASPA,TPPP,ABCA2,GAL3ST1,PLLP,BCAS1,SH3TC2,MBP,NFASC,LPAR1
GO:0014003	oligodendrocyte development	2.8954422433143653e-12	2.8954422433143653e-12	+1	MAG,NKX6-2,SOX10,MYRF,PLP1,ZNF488,MOBP,FA2H,CNTN2,ASPA,TPPP,ABCA2,HDAC11,LPAR1
GO:0022010	central nervous system myelination	8.185910399462202e-11	8.185910399462202e-11	+1	MAG,NKX6-2,SOX10,MYRF,PLP1,MOBP,FA2H,CNTN2,ASPA,ABCA2
GO:0032291	axon ensheathment in central nervous system	8.185910399462202e-11	8.185910399462202e-11	+1	MAG,NKX6-2,SOX10,MYRF,PLP1,MOBP,FA2H,CNTN2,ASPA,ABCA2
GO:0042063	gliogenesis	1.7926039486059033e-10	1.7926039486059033e-10	+1	OPALIN,MAG,GJC2,NKX6-2,BOK,SOX10,MYRF,PLP1,ZNF488,MOBP,FA2H,CNTN2,TMEM98,ASPA,TPPP,ABCA2,SLC45A3,ERBB3,LRP2,CNP,SH3TC2,ZNF365,NDN,SUN2,HDAC11,LPAR1
GO:0010001	glial cell differentiation	7.986102258247928e-10	7.986102258247928e-10	+1	OPALIN,MAG,NKX6-2,BOK,SOX10,MYRF,PLP1,ZNF488,MOBP,FA2H,CNTN2,TMEM98,ASPA,TPPP,ABCA2,SLC45A3,ERBB3,CNP,SH3TC2,ZNF365,HDAC11,LPAR1
GO:0021782	glial cell development	7.991387888849213e-8	7.991387888849213e-8	+1	MAG,NKX6-2,SOX10,MYRF,PLP1,ZNF488,MOBP,FA2H,CNTN2,ASPA,TPPP,ABCA2,SH3TC2,HDAC11,LPAR1
GO:0045685	regulation of glial cell differentiation	0.0012115488303124935	0.0012115488303124935	+1	OPALIN,MAG,NKX6-2,CNTN2,TMEM98,ASPA,SLC45A3,ZNF365
GO:0007422	peripheral nervous system development	0.0019156168304512707	0.0019156168304512707	+1	SOX10,HAPLN2,UGT8,FA2H,ERBB3,SERPINI1,SH3TC2,NFASC
